date,id
2019-05-27,898
2019-05-28,899
2019-05-29,900
2019-05-30,901
2019-05-31,902
2019-06-01,903
2019-06-02,904
2019-06-03,905
2019-06-04,906
2019-06-05,907
2019-06-06,908
2019-06-07,909
2019-06-08,910
2019-06-09,911
2019-06-10,912
2019-06-11,913
2019-06-12,914
2019-06-13,915
2019-06-14,916
2019-06-15,917
2019-06-16,918
2019-06-17,919
2019-06-18,920
2019-06-19,921
2019-06-20,922
2019-06-21,923
2019-06-22,924
2019-06-23,925
2019-06-24,926
2019-06-25,927
2019-06-26,928
2019-06-27,929
2019-06-28,930
2019-06-29,931
2019-06-30,932
2019-07-01,933
2019-07-02,934
2019-07-03,935
2019-07-04,936
2019-07-05,937
2019-07-06,938
2019-07-07,939
2019-07-08,940
2019-07-09,941
2019-07-10,942
2019-07-11,943
2019-07-12,944
2019-07-13,945
2019-07-14,946
2019-07-15,947
2019-07-16,948
2019-07-17,949
2019-07-18,950
2019-07-19,951
2019-07-20,952
2019-07-21,953
2019-07-22,954
2019-07-23,955
2019-07-24,956
2019-07-25,957
2019-07-26,958
2019-07-27,959
2019-07-28,960
2019-07-29,961
2019-07-30,962
2019-07-31,963
2019-08-01,964
2019-08-02,965
2019-08-03,966
2019-08-04,967
2019-08-05,968
2019-08-06,969
2019-08-07,970
2019-08-08,971
2019-08-09,972
2019-08-10,973
2019-08-11,974
2019-08-12,975
2019-08-13,976
2019-08-14,977
2019-08-15,978
2019-08-16,979
2019-08-17,980
2019-08-18,981
2019-08-19,982
2019-08-20,983
2019-08-21,984
2019-08-22,985
2019-08-23,986
2019-08-24,987
2019-08-25,988
2019-08-26,989
2019-08-27,990
2019-08-28,991
2019-08-29,992
2019-08-30,993
2019-08-31,994
2019-09-01,995
2019-09-02,996
2019-09-03,997
2019-09-04,998
2019-09-05,999
2019-09-06,1000
2019-09-07,1001
2019-09-08,1002
2019-09-09,1003
2019-09-10,1004
2019-09-11,1005
2019-09-12,1006
2019-09-13,1007
2019-09-14,1008
2019-09-15,1009
2019-09-16,1010
2019-09-17,1011
2019-09-18,1012
2019-09-19,1013
2019-09-20,1014
2019-09-21,1015
2019-09-22,1016
2019-09-23,1017
2019-09-24,1018
2019-09-25,1019
2019-09-26,1020
2019-09-27,1021
2019-09-28,1022
2019-09-29,1023
2019-09-30,1024
2019-10-01,1025
2019-10-02,1026
2019-10-03,1027
2019-10-04,1028
2019-10-05,1029
2019-10-06,1030
2019-10-07,1031
2019-10-08,1032
2019-10-09,1033
2019-10-10,1034
2019-10-11,1035
2019-10-12,1036
2019-10-13,1037
2019-10-14,1038
2019-10-15,1039
2019-10-16,1040
2019-10-17,1041
2019-10-18,1042
2019-10-19,1043
2019-10-20,1044
2019-10-21,1045
2019-10-22,1046
2019-10-23,1047
2019-10-24,1048
2019-10-25,1049
2019-10-26,1050
2019-10-27,1051
2019-10-28,1052
2019-10-29,1053
2019-10-30,1054
2019-10-31,1055
2019-11-01,1056
2019-11-02,1057
2019-11-03,1058
2019-11-04,1059
2019-11-05,1060
2019-11-06,1061
2019-11-07,1062
2019-11-08,1063
2019-11-09,1064
2019-11-10,1065
2019-11-11,1066
2019-11-12,1067
2019-11-13,1068
2019-11-14,1069
2019-11-15,1070
2019-11-16,1071
2019-11-17,1072
2019-11-18,1073
2019-11-19,1074
2019-11-20,1075
2019-11-21,1076
2019-11-22,1077
2019-11-23,1078
2019-11-24,1079
2019-11-25,1080
2019-11-26,1081
2019-11-27,1082
2019-11-28,1083
2019-11-29,1084
2019-11-30,1085
2019-12-01,1086
2019-12-02,1087
2019-12-03,1088
2019-12-04,1089
2019-12-05,1090
2019-12-06,1091
2019-12-07,1092
2019-12-08,1093
2019-12-09,1094
2019-12-10,1095
2019-12-11,1096
2019-12-12,1097
2019-12-13,1098
2019-12-14,1099
2019-12-15,1100
2019-12-16,1101
2019-12-17,1102
2019-12-18,1103
2019-12-19,1104
2019-12-20,1105
2019-12-21,1106
2019-12-22,1107
2019-12-23,1108
2019-12-24,1109
2019-12-25,1110
2019-12-26,1111
2019-12-27,1112
2019-12-28,1113
2019-12-29,1114
2019-12-30,1115
2019-12-31,1116
2020-01-01,1117
2020-01-02,1118
2020-01-03,1119
2020-01-04,1120
2020-01-05,1121
2020-01-06,1122
2020-01-07,1123
2020-01-08,1124
2020-01-09,1125
2020-01-10,1126
2020-01-11,1127
2020-01-12,1128
2020-01-13,1129
2020-01-14,1130
2020-01-15,1131
2020-01-16,1132
2020-01-17,1133
2020-01-18,1134
2020-01-19,1135
2020-01-20,1136
2020-01-21,1137
2020-01-22,1138
2020-01-23,1139
2020-01-24,1140
2020-01-25,1141
2020-01-26,1142
2020-01-27,1143
2020-01-28,1144
2020-01-29,1145
2020-01-30,1146
2020-01-31,1147
2020-02-01,1148
2020-02-02,1149
2020-02-03,1150
2020-02-04,1151
2020-02-05,1152
2020-02-06,1153
2020-02-07,1154
2020-02-08,1155
2020-02-09,1156
2020-02-10,1157
2020-02-11,1158
2020-02-12,1159
2020-02-13,1160
2020-02-14,1161
2020-02-15,1162
2020-02-16,1163
2020-02-17,1164
2020-02-18,1165
2020-02-19,1166
2020-02-20,1167
2020-02-21,1168
2020-02-22,1169
2020-02-23,1170
2020-02-24,1171
2020-02-25,1172
2020-02-26,1173
2020-02-27,1174
2020-02-28,1175
2020-02-29,1176
2020-03-01,1177
2020-03-02,1178
2020-03-03,1179
2020-03-04,1180
2020-03-05,1181
2020-03-06,1182
2020-03-07,1183
2020-03-08,1184
2020-03-09,1185
2020-03-10,1186
2020-03-11,1187
2020-03-12,1188
2020-03-13,1189
2020-03-14,1190
2020-03-15,1191
2020-03-16,1192
2020-03-17,1193
2020-03-18,1194
2020-03-19,1195
2020-03-20,1196
2020-03-21,1197
2020-03-22,1198
2020-03-23,1199
2020-03-24,1200
2020-03-25,1201
2020-03-26,1202
2020-03-27,1203
2020-03-28,1204
2020-03-29,1205
2020-03-30,1206
2020-03-31,1207
2020-04-01,1208
2020-04-02,1209
2020-04-03,1210
2020-04-04,1211
2020-04-05,1212
2020-04-06,1213
2020-04-07,1214
2020-04-08,1215
2020-04-09,1216
2020-04-10,1217
2020-04-11,1218
2020-04-12,1219
2020-04-13,1220
2020-04-14,1221
2020-04-15,1222
2020-04-16,1223
2020-04-17,1224
2020-04-18,1225
2020-04-19,1226
2020-04-20,1227
2020-04-21,1228
2020-04-22,1229
2020-04-23,1230
2020-04-24,1231
2020-04-25,1232
2020-04-26,1233
2020-04-27,1234
2020-04-28,1235
2020-04-29,1236
2020-04-30,1237
2020-05-01,1238
2020-05-02,1239
2020-05-03,1240
2020-05-04,1241
2020-05-05,1242
2020-05-06,1243
2020-05-07,1244
2020-05-08,1245
2020-05-09,1246
2020-05-10,1247
2020-05-11,1248
2020-05-12,1249
2020-05-13,1250
2020-05-14,1251
2020-05-15,1252
2020-05-16,1253
2020-05-17,1254
2020-05-18,1255
2020-05-19,1256
2020-05-20,1257
2020-05-21,1258
2020-05-22,1259
2020-05-23,1260
2020-05-24,1261
2020-05-25,1262
2020-05-26,1263
2020-05-27,1264
2020-05-28,1265
2020-05-29,1266
2020-05-30,1267
2020-05-31,1268
2020-06-01,1269
2020-06-02,1270
2020-06-03,1271
2020-06-04,1272
2020-06-05,1273
2020-06-06,1274
2020-06-07,1275
2020-06-08,1276
2020-06-09,1277
2020-06-10,1278
2020-06-11,1279
2020-06-12,1280
2020-06-13,1281
2020-06-14,1282
2020-06-15,1283
2020-06-16,1284
2020-06-17,1285
2020-06-18,1286
2020-06-19,1287
2020-06-20,1288
2020-06-21,1289
2020-06-22,1290
2020-06-23,1291
2020-06-24,1292
2020-06-25,1293
2020-06-26,1294
2020-06-27,1295
2020-06-28,1296
2020-06-29,1297
2020-06-30,1298
2020-07-01,1299
2020-07-02,1300
2020-07-03,1301
2020-07-04,1302
2020-07-05,1303
2020-07-06,1304
2020-07-07,1305
2020-07-08,1306
2020-07-09,1307
2020-07-10,1308
2020-07-11,1309
2020-07-12,1310
2020-07-13,1311
2020-07-14,1312
2020-07-15,1313
2020-07-16,1314
2020-07-17,1315
2020-07-18,1316
2020-07-19,1317
2020-07-20,1318
2020-07-21,1319
2020-07-22,1320
2020-07-23,1321
2020-07-24,1322
2020-07-25,1323
2020-07-26,1324
2020-07-27,1325
2020-07-28,1326
2020-07-29,1327
2020-07-30,1328
2020-07-31,1329
2020-08-01,1330
2020-08-02,1331
2020-08-03,1332
2020-08-04,1333
2020-08-05,1334
2020-08-06,1335
2020-08-07,1336
2020-08-08,1337
2020-08-09,1338
2020-08-10,1339
2020-08-11,1340
2020-08-12,1341
2020-08-13,1342
2020-08-14,1343
2020-08-15,1344
2020-08-16,1345
2020-08-17,1346
2020-08-18,1347
2020-08-19,1348
2020-08-20,1349
2020-08-21,1350
2020-08-22,1351
2020-08-23,1352
2020-08-24,1353
2020-08-25,1354
2020-08-26,1355
2020-08-27,1356
2020-08-28,1357
2020-08-29,1358
2020-08-30,1359
2020-08-31,1360
2020-09-01,1361
2020-09-02,1362
2020-09-03,1363
2020-09-04,1364
2020-09-05,1365
2020-09-06,1366
2020-09-07,1367
2020-09-08,1368
2020-09-09,1369
2020-09-10,1370
2020-09-11,1371
2020-09-12,1372
2020-09-13,1373
2020-09-14,1374
2020-09-15,1375
2020-09-16,1376
2020-09-17,1377
2020-09-18,1378
2020-09-19,1379
2020-09-20,1380
2020-09-21,1381
2020-09-22,1382
2020-09-23,1383
2020-09-24,1384
2020-09-25,1385
2020-09-26,1386
2020-09-27,1387
2020-09-28,1388
2020-09-29,1389
2020-09-30,1390
2020-10-01,1391
2020-10-02,1392
2020-10-03,1393
2020-10-04,1394
2020-10-05,1395
2020-10-06,1396
2020-10-07,1397
2020-10-08,1398
2020-10-09,1399
2020-10-10,1400
2020-10-11,1401
2020-10-12,1402
2020-10-13,1403
2020-10-14,1404
2020-10-15,1405
2020-10-16,1406
2020-10-17,1407
2020-10-18,1408
2020-10-19,1409
2020-10-20,1410
2020-10-21,1411
2020-10-22,1412
2020-10-23,1413
2020-10-24,1414
2020-10-25,1415
2020-10-26,1416
2020-10-27,1417
2020-10-28,1418
